Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Advanced Algorithms and Architectures for Speech Understanding","Research Reports ESPRIT","","","","10.1007/978-3-642-84341-9","Giancarlo Pirani","1990","http://link.springer.com/book/10.1007/978-3-642-84341-9","Book"
"Computational Intelligence and Quantitative Software Engineering","Studies in Computational Intelligence","","","","10.1007/978-3-319-25964-2","Witold PedryczGiancarlo SucciAlberto Sillitti","2016","http://link.springer.com/book/10.1007/978-3-319-25964-2","Book"
"DNA Computing","Lecture Notes in Computer Science","","","","10.1007/b136914","Claudio FerrettiGiancarlo MauriClaudio Zandron","2005","http://link.springer.com/book/10.1007/b136914","Book"
"Developments in Language Theory","Lecture Notes in Computer Science","","","","10.1007/978-3-642-22321-1","Giancarlo MauriAlberto Leporati","2011","http://link.springer.com/book/10.1007/978-3-642-22321-1","Book"
"Open Source Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-47240-5","Dr. Vladimir IvanovArtem KruglovSergey MasyaginProf. Alberto SillittiGiancarlo Succi","2020","http://link.springer.com/book/10.1007/978-3-030-47240-5","Book"
"Internet and Distributed Computing Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-02738-4","Yang XiangJingtao SunGiancarlo FortinoAntonio GuerrieriJason J. Jung","2018","http://link.springer.com/book/10.1007/978-3-030-02738-4","Book"
"Conceptual Modeling","Lecture Notes in Computer Science","","","","10.1007/978-3-319-69904-2","Prof. Dr. Heinrich C. MayrGiancarlo GuizzardiHui MaProf. Dr. Oscar Pastor","2017","http://link.springer.com/book/10.1007/978-3-319-69904-2","Book"
"Internet and Distributed Computing Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-34914-1","Dr. Raffaele MontellaAngelo CiaramellaGiancarlo FortinoDr. Antonio GuerrieriAntonio Liotta","2019","http://link.springer.com/book/10.1007/978-3-030-34914-1","Book"
"Cellular Automata","Lecture Notes in Computer Science","","","","10.1007/978-3-319-99813-8","Giancarlo MauriSamira El YacoubiAlberto DennunzioKatsuhiro NishinariLuca Manzoni","2018","http://link.springer.com/book/10.1007/978-3-319-99813-8","Book"
"Interoperability, Safety and Security in IoT","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-319-93797-7","Prof. Giancarlo FortinoProf. Carlos E. PalauAntonio GuerrieriNora CuppensFrédéric CuppensProf. Hakima ChaouchiAlban Gabillon","2018","http://link.springer.com/book/10.1007/978-3-319-93797-7","Book"
"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","Lecture Notes in Computer Science","","","","10.1007/978-3-319-26401-1","Juan M. García-ChamizoGiancarlo FortinoSergio F. Ochoa","2015","http://link.springer.com/book/10.1007/978-3-319-26401-1","Book"
"The Hunter","Science and Fiction","","","","10.1007/978-3-319-02060-0","Giancarlo Genta","2014","http://link.springer.com/book/10.1007/978-3-319-02060-0","Book"
"Challenges in Social Network Research","Lecture Notes in Social Networks","","","","10.1007/978-3-030-31463-7","Prof. Giancarlo RagoziniProf. Maria Prosperina Vitale","2020","http://link.springer.com/book/10.1007/978-3-030-31463-7","Book"
"Intelligent Distributed Computing VI","Studies in Computational Intelligence","","","","10.1007/978-3-642-32524-3","Giancarlo FortinoCostin BadicaMichele MalgeriRainer Unland","2013","http://link.springer.com/book/10.1007/978-3-642-32524-3","Book"
"Unconventional Computation and Natural Computation","Lecture Notes in Computer Science","","","","10.1007/978-3-642-39074-6","Giancarlo MauriAlberto DennunzioLuca ManzoniAntonio E. Porreca","2013","http://link.springer.com/book/10.1007/978-3-642-39074-6","Book"
"Proceedings of 4th International Conference in Software Engineering for Defence Applications","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-27896-4","Paolo CiancariniAlberto SillittiGiancarlo SucciAngelo Messina","2016","http://link.springer.com/book/10.1007/978-3-319-27896-4","Book"
"Proceedings of 5th International Conference in Software Engineering for Defence Applications","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-70578-1","Prof. Paolo CiancariniDr. Stanislav LitvinovDr. Angelo MessinaProf. Alberto SillittiProf. Giancarlo Succi","2018","http://link.springer.com/book/10.1007/978-3-319-70578-1","Book"
"SEL Compiler & Abstract Analyzers","ALPUK92","","","","10.1007/978-1-4471-3421-3_7","Giancarlo SucciGiuseppe A. MarinoGiancarlo CollaDiego CòSergio NovellaAmedeo PataAlexandro RegoliLuca Viganò","1993","http://link.springer.com/chapter/10.1007/978-1-4471-3421-3_7","Chapter"
"Correction to: Neural networks as building blocks for the design of efficient learned indexes","Neural Computing and Applications","","","","10.1007/s00521-023-09079-7","Domenico AmatoGiosué Lo BoscoRaffaele Giancarlo","2023","http://link.springer.com/article/10.1007/s00521-023-09079-7","Article"
"Retraction Note: Lung cancer prediction using higher-order recurrent neural network based on glowworm swarm optimization","Neural Computing and Applications","","35","4","10.1007/s00521-022-08142-z","Ramani SelvanambiJaisankar NatarajanMarimuthu KaruppiahSK Hafizul IslamMohammad Mehedi HassanGiancarlo Fortino","2023","http://link.springer.com/article/10.1007/s00521-022-08142-z","Article"
"Quality Attributes in Practice: Contemporary Data","Agent and Multi-Agent Systems: Technology and Applications","","","","10.1007/978-3-319-39883-9_23","Rasul TumyrkinManuel MazzaraMohammad KassabGiancarlo SucciJooYoung Lee","2016","http://link.springer.com/chapter/10.1007/978-3-319-39883-9_23","Chapter"
"Ontology-Based Modeling and Analysis of Trustworthiness Requirements: Preliminary Results","Conceptual Modeling","","","","10.1007/978-3-030-62522-1_25","Glenda AmaralRenata GuizzardiGiancarlo GuizzardiJohn Mylopoulos","2020","http://link.springer.com/chapter/10.1007/978-3-030-62522-1_25","Chapter"
"Opinions Analysis in Social Networks for Cultural Heritage Applications","Intelligent Interactive Multimedia Systems and Services 2016","","","","10.1007/978-3-319-39345-2_51","Flora AmatoGiovanni CozzolinoSergio Di MartinoAntonino MazzeoVincenzo MoscatoAntonio PicarielloSara RomanoGiancarlo Sperlí","2016","http://link.springer.com/chapter/10.1007/978-3-319-39345-2_51","Chapter"
"A New Learning Method for Piecewise Linear Regression","Artificial Neural Networks — ICANN 2002","","","","10.1007/3-540-46084-5_72","Giancarlo Ferrari-TrecateMarco Muselli","2002","http://link.springer.com/chapter/10.1007/3-540-46084-5_72","Chapter"
"KBlab: An equational theorem prover for the Macintosh","Rewriting Techniques and Applications","","","","10.1007/3-540-51081-8_135","Maria Paola BonacinaGiancarlo Sanna","1989","http://link.springer.com/chapter/10.1007/3-540-51081-8_135","Chapter"
"Using Global Optimization to Explore Multiple Solutions of Clustering Problems","Knowledge-Based Intelligent Information and Engineering Systems","","","","10.1007/978-3-540-85567-5_90","Ida BifulcoLoredana MurinoFrancesco NapolitanoGiancarlo RaiconiRoberto Tagliaferri","2008","http://link.springer.com/chapter/10.1007/978-3-540-85567-5_90","Chapter"
"MapReduce in Computational Biology - A Synopsis","Advances in Artificial Life, Evolutionary Computation, and Systems Chemistry","","","","10.1007/978-3-319-57711-1_5","Giuseppe CattaneoRaffaele GiancarloStefano PiottoUmberto Ferraro PetrilloGianluca RoscignoLuigi Di Biasi","2017","http://link.springer.com/chapter/10.1007/978-3-319-57711-1_5","Chapter"
"Generating Diverse and Meaningful Captions","Artificial Neural Networks and Machine Learning – ICANN 2018","","","","10.1007/978-3-030-01418-6_18","Annika LindhRobert J. RossAbhijit MahalunkarGiancarlo SaltonJohn D. Kelleher","2018","http://link.springer.com/chapter/10.1007/978-3-030-01418-6_18","Chapter"
"Computer-aided Research and Teaching of Roman Law: A Database of Justinianean Sources","Database and Expert Systems Applications","","","","10.1007/978-3-7091-7553-8_28","Giancarlo Taddei Elmi","1990","http://link.springer.com/chapter/10.1007/978-3-7091-7553-8_28","Chapter"
"An Hypergraph Data Model for Expert Finding in Multimedia Social Networks","Graph-Based Representations in Pattern Recognition","","","","10.1007/978-3-030-20081-7_11","Vincenzo MoscatoAntonio PicarielloGiancarlo Sperlí","2019","http://link.springer.com/chapter/10.1007/978-3-030-20081-7_11","Chapter"
"Solving NP-Complete Problems Using P Systems with Active Membranes","Unconventional Models of Computation, UMC’2K","","","","10.1007/978-1-4471-0313-4_21","Claudio ZandronClaudio FerrettiGiancarlo Mauri","2001","http://link.springer.com/chapter/10.1007/978-1-4471-0313-4_21","Chapter"
"Agent-Based Computing in the Internet of Things: A Survey","Intelligent Distributed Computing XI","","","","10.1007/978-3-319-66379-1_27","Claudio SavaglioGiancarlo FortinoMaria GanzhaMarcin PaprzyckiCostin BădicăMirjana Ivanović","2018","http://link.springer.com/chapter/10.1007/978-3-319-66379-1_27","Chapter"
"Optimal search for conjunctive goals using constraints","Trends in Artificial Intelligence","","","","10.1007/3-540-54712-6_222","Jeremy EllmanGiancarlo Mezzanatto","1991","http://link.springer.com/chapter/10.1007/3-540-54712-6_222","Chapter"
"Automatic Real-Time XRII Local Distortion Correction Method for Digital Linear Tomography","Computational Science - ICCS 2001","","","","10.1007/3-540-45718-6_3","Christian ForlaniGiancarlo Ferrigno","2001","http://link.springer.com/chapter/10.1007/3-540-45718-6_3","Chapter"
"A Core Ontology for Economic Exchanges","Conceptual Modeling","","","","10.1007/978-3-030-62522-1_27","Daniele PorelloGiancarlo GuizzardiTiago Prince SalesGlenda Amaral","2020","http://link.springer.com/chapter/10.1007/978-3-030-62522-1_27","Chapter"
"A Tool for Researchers: Querying Big Scholarly Data Through Graph Databases","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-46133-1_46","Fabio MercorioMario MezzanzanicaVincenzo MoscatoAntonio PicarielloGiancarlo Sperlì","2020","http://link.springer.com/chapter/10.1007/978-3-030-46133-1_46","Chapter"
"A Probabilistic Neural Networks System to Recognize 3D Face of People","Neural Nets","","","","10.1007/978-3-540-45216-4_17","Giancarlo MauriItalo Zoppis","2003","http://link.springer.com/chapter/10.1007/978-3-540-45216-4_17","Chapter"
"A Semantic Oriented Method for Conceptual Data Modeling in OntoUML Based on Linguistic Concepts","Conceptual Modeling – ER 2011","","","","10.1007/978-3-642-24606-7_39","Lucia CastroFernanda BaiãoGiancarlo Guizzardi","2011","http://link.springer.com/chapter/10.1007/978-3-642-24606-7_39","Chapter"
"Early-Stage Diagnosis of Endogenous Diseases by Swarms of Nanobots: An Applicative Scenario","Swarm Intelligence","","","","10.1007/978-3-642-15461-4_38","Paolo AmatoMassimo MasseriniGiancarlo MauriGianfranco Cerofolini","2010","http://link.springer.com/chapter/10.1007/978-3-642-15461-4_38","Chapter"
"Using Blockchain for Reputation-Based Cooperation in Federated IoT Domains","Intelligent Distributed Computing XIII","","","","10.1007/978-3-030-32258-8_1","Giancarlo FortinoFabrizio MessinaDomenico RosaciGiuseppe M. L. Sarné","2020","http://link.springer.com/chapter/10.1007/978-3-030-32258-8_1","Chapter"
"Combinatorial and Machine Learning Approaches in Clustering Microarray Data","Biological and Artificial Intelligence Environments","","","","10.1007/1-4020-3432-6_8","Sergio PozziItalo ZoppisGiancarlo Mauri","2005","http://link.springer.com/chapter/10.1007/1-4020-3432-6_8","Chapter"
"iTutor: A Wireless and Multimodal Support to Industrial Maintenance Activities","Human Computer Interaction with Mobile Devices","","","","10.1007/3-540-45756-9_27","Luka TummoliniAndrea LorenzonGiancarlo BoRoberto Vaccaro","2002","http://link.springer.com/chapter/10.1007/3-540-45756-9_27","Chapter"
"Suggesting Cultural Heritage Points of Interest Through a Specialized Chatbot","Advances in Intelligent Networking and Collaborative Systems","","","","10.1007/978-3-030-57796-4_11","Roberto CanonicoGiovanni CozzolinoGiancarlo Sperlì","2021","http://link.springer.com/chapter/10.1007/978-3-030-57796-4_11","Chapter"
"InnoMetrics Dashboard: The Design, and Implementation of the Adaptable Dashboard for Energy-Efficient Applications Using Open Source Tools","Open Source Systems","","","","10.1007/978-3-030-47240-5_16","Shokhista ErgashevaVladimir IvanovIlya KhomyakovArtem KruglovDragos StrugarGiancarlo Succi","2020","http://link.springer.com/chapter/10.1007/978-3-030-47240-5_16","Chapter"
"Energy Efficient Software Development Process Evaluation for MacOS Devices","Open Source Systems","","","","10.1007/978-3-030-47240-5_20","Shokhista ErgashevaDragos StrugarArtem KruglovGiancarlo Succi","2020","http://link.springer.com/chapter/10.1007/978-3-030-47240-5_20","Chapter"
"Preface","Natural Computing","","17","3","10.1007/s11047-017-9653-y","Stefania BandiniSamira El YacoubiGiancarlo MauriJarosław Wąs","2018","http://link.springer.com/article/10.1007/s11047-017-9653-y","Article"
"On a Păun’s Conjecture in Membrane Systems","Bio-inspired Modeling of Cognitive Tasks","","","","10.1007/978-3-540-73053-8_18","Giancarlo MauriMario J. Pérez-JiménezClaudio Zandron","2007","http://link.springer.com/chapter/10.1007/978-3-540-73053-8_18","Chapter"
"When NMDA Receptor Conductances Increase Inter- spike Interval Variability","Artificial Neural Networks — ICANN 2002","","","","10.1007/3-540-46084-5_39","Giancarlo La CameraStefano FusiWalter SennAlexander RauchHans-R. Lüscher","2002","http://link.springer.com/chapter/10.1007/3-540-46084-5_39","Chapter"
"A Mutual Information Approach to Data Integration for Alzheimer’s Disease Patients","Artificial Intelligence in Medicine","","","","10.1007/978-3-642-02976-9_62","Italo ZoppisErica GianazzaClizia ChinelloVeronica MaininiCarmen GalbuseraCarlo FerrareseGloria GalimbertiAlessandro SorbiBarbara BorroniFulvio MagniGiancarlo Mauri","2009","http://link.springer.com/chapter/10.1007/978-3-642-02976-9_62","Chapter"
"Case Studies in Italy of Potential additional Safety Measures for the Purpose of Land-Use Planning","Probabilistic Safety Assessment and Management","","","","10.1007/978-0-85729-410-4_491","Roberta Valentina GagliardiGiancarlo Ludovisi","2004","http://link.springer.com/chapter/10.1007/978-0-85729-410-4_491","Chapter"
"The Role of Computational Intelligence in Quantitative Software Engineering","Computational Intelligence and Quantitative Software Engineering","","","","10.1007/978-3-319-25964-2_1","Witold PedryczAlberto SillittiGiancarlo Succi","2016","http://link.springer.com/chapter/10.1007/978-3-319-25964-2_1","Chapter"
"Ontological Foundations for Conceptual Modeling with Applications","Advanced Information Systems Engineering","","","","10.1007/978-3-642-31095-9_45","Giancarlo Guizzardi","2012","http://link.springer.com/chapter/10.1007/978-3-642-31095-9_45","Chapter"
"Top k 2-Clubs in a Network: A Genetic Algorithm","Computational Science – ICCS 2019","","","","10.1007/978-3-030-22750-0_63","Mauro CastelliRiccardo DondiSara ManzoniGiancarlo MauriItalo Zoppis","2019","http://link.springer.com/chapter/10.1007/978-3-030-22750-0_63","Chapter"
"Using Sentiment Analysis and Automated Reasoning to Boost Smart Lighting Systems","Internet and Distributed Computing Systems","","","","10.1007/978-3-030-34914-1_7","Francesco CauteruccioLuca CinelliGiancarlo FortinoClaudio SavaglioGiorgio Terracina","2019","http://link.springer.com/chapter/10.1007/978-3-030-34914-1_7","Chapter"
"Exploring unknown environments with multi-modal locomotion swarm","Intelligent Distributed Computing X","","","","10.1007/978-3-319-48829-5_13","Zedadra OuardaJouandeau NicolasSeridi HamidFortino Giancarlo","2017","http://link.springer.com/chapter/10.1007/978-3-319-48829-5_13","Chapter"
"Identifying unrecognizable regular languages by queries","Machine Learning: ECML-94","","","","10.1007/3-540-57868-4_72","Claudio FerrettiGiancarlo Mauri","1994","http://link.springer.com/chapter/10.1007/3-540-57868-4_72","Chapter"
"High Performance Computing for Haplotyping: Models and Platforms","Euro-Par 2018: Parallel Processing Workshops","","","","10.1007/978-3-030-10549-5_51","Andrea TangherloniLeonardo RundoSimone SpolaorMarco S. NobileIvan MerelliDaniela BesozziGiancarlo MauriPaolo CazzanigaPietro Liò","2019","http://link.springer.com/chapter/10.1007/978-3-030-10549-5_51","Chapter"
"Foreword: asynchronous behavior of cellular automata and discrete models","Natural Computing","","14","4","10.1007/s11047-015-9524-3","Alberto DennunzioEnrico FormentiGiancarlo MauriThomas Worsch","2015","http://link.springer.com/article/10.1007/s11047-015-9524-3","Article"
"On Collaborative Filtering Techniques for Live TV and Radio Discovery and Recommendation","E-Commerce and Web Technologies","","","","10.1007/978-3-642-23014-1_13","Alessandro BassoMarco MilanesioAndré PanissonGiancarlo Ruffo","2011","http://link.springer.com/chapter/10.1007/978-3-642-23014-1_13","Chapter"
"A Reference Conceptual Model for Virtual Network Function Online Marketplaces","Conceptual Modeling","","","","10.1007/978-3-030-33223-5_25","Renata GuizzardiAnderson BravalheriGiancarlo GuizzardiTiago Prince SalesDimitra Simeonidou","2019","http://link.springer.com/chapter/10.1007/978-3-030-33223-5_25","Chapter"
"Extracting Graph Topological Information and Users’ Opinion","Experimental IR Meets Multilinguality, Multimodality, and Interaction","","","","10.1007/978-3-319-65813-1_10","Mirko LaiMarcella TambuscioViviana PattiGiancarlo RuffoPaolo Rosso","2017","http://link.springer.com/chapter/10.1007/978-3-319-65813-1_10","Chapter"
"Numerical Simulation of Ski-Jump Hydraulic Behavior","Numerical Computations: Theory and Algorithms","","","","10.1007/978-3-030-40616-5_39","Agostino LauriaGiancarlo Alfonsi","2020","http://link.springer.com/chapter/10.1007/978-3-030-40616-5_39","Chapter"
"Indexed Two-Dimensional String Matching","Encyclopedia of Algorithms","","","","10.1007/978-3-642-27848-8_442-2","Joong Chae NaPaolo FerraginaRaffaele GiancarloKunsoo Park","2014","http://link.springer.com/referenceworkentry/10.1007/978-3-642-27848-8_442-2","ReferenceWorkEntry"
"Preface","Natural Computing","","21","3","10.1007/s11047-022-09898-y","Tomasz GwizdałłaLuca ManzoniGiancarlo Mauri","2022","http://link.springer.com/article/10.1007/s11047-022-09898-y","Article"
"UX Evaluation Design of UTAssistant: A New Usability Testing Support Tool for Italian Public Administrations","Human-Computer Interaction. Theories, Methods, and Human Issues","","","","10.1007/978-3-319-91238-7_5","Stefano FedericiMaria Laura MeleRosa LanzilottiGiuseppe DesoldaMarco BracalentiFabio MeloniGiancarlo GaudinoAntonello CoccoMassimo Amendola","2018","http://link.springer.com/chapter/10.1007/978-3-319-91238-7_5","Chapter"
"Design Patterns and Inductive Modeling Rules to Support the Construction of Ontologically Well-Founded Conceptual Models in OntoUML","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-642-22056-2_44","Giancarlo GuizzardiAlex Pinheiro das GraçasRenata S. S. Guizzardi","2011","http://link.springer.com/chapter/10.1007/978-3-642-22056-2_44","Chapter"
"Nearest Query on Distributed Binary Trees Starting from a Random Node","Knowledge Engineering and Semantic Web","","","","10.1007/978-3-319-45880-9_20","Francesco GargiuloFlora AmatoVincenzo MoscatoAntonio PicarielloGiancarlo Sperli’","2016","http://link.springer.com/chapter/10.1007/978-3-319-45880-9_20","Chapter"
"A reduced distributed splicing system for RE languages","New Trends in Formal Languages","","","","10.1007/3-540-62844-4_23","Claudio ZandronClaudio FerrettiGiancarlo Mauri","1997","http://link.springer.com/chapter/10.1007/3-540-62844-4_23","Chapter"
"Using Trust and “Utility” for Group Formation in the Cloud of Things","Internet and Distributed Computing Systems","","","","10.1007/978-3-030-34914-1_11","Giancarlo FortinoLidia FotiaFabrizio MessinaDomenico RosaciGiuseppe M. L. Sarné","2019","http://link.springer.com/chapter/10.1007/978-3-030-34914-1_11","Chapter"
"A Radial Search Method for Fast Nearest Neighbor Search on Range Images","Computer Vision – ECCV 2016 Workshops","","","","10.1007/978-3-319-49409-8_49","Federico TombariSamuele SaltiLuca PugliaGiancarlo RaiconiLuigi Di Stefano","2016","http://link.springer.com/chapter/10.1007/978-3-319-49409-8_49","Chapter"
"Metaclustering and Consensus Algorithms for Interactive Data Analysis and Validation","Fuzzy Logic and Applications","","","","10.1007/978-3-642-02282-1_21","Ida BifulcoCarmine FedulloFrancesco NapolitanoGiancarlo RaiconiRoberto Tagliaferri","2009","http://link.springer.com/chapter/10.1007/978-3-642-02282-1_21","Chapter"
"A Chatbot Solution for eGLU-Box Pro: The Usability Evaluation Platform for Italian Public Administrations","Human-Computer Interaction. Theory, Methods and Tools","","","","10.1007/978-3-030-78462-1_20","Stefano FedericiMaria Laura MeleMarco BracalentiMaria Laura De FilippisRosa LanzilottiGiuseppe DesoldaSimone BorsciGiancarlo GaudinoAntonello CoccoMassimo AmendolaEmilio Simonetti","2021","http://link.springer.com/chapter/10.1007/978-3-030-78462-1_20","Chapter"
"An Analysis of a Project Reuse Approach in an Industrial Setting","Software Reuse for Dynamic Systems in the Cloud and Beyond","","","","10.1007/978-3-319-14130-5_12","Marko GasparicAndrea JanesAlberto SillittiGiancarlo Succi","2014","http://link.springer.com/chapter/10.1007/978-3-319-14130-5_12","Chapter"
"Copy–Number Alterations for Tumor Progression Inference","Artificial Intelligence in Medicine","","","","10.1007/978-3-642-38326-7_16","Claudia CavaItalo ZoppisManuela GariboldiIsabella CastiglioniGiancarlo MauriMarco Antoniotti","2013","http://link.springer.com/chapter/10.1007/978-3-642-38326-7_16","Chapter"
"ELDAMeth Design Process","Handbook on Agent-Oriented Design Processes","","","","10.1007/978-3-642-39975-6_5","Giancarlo FortinoFrancesco RangoWilma Russo","2014","http://link.springer.com/chapter/10.1007/978-3-642-39975-6_5","Chapter"
"An Agent-Based Middleware for Cooperating Smart Objects","Highlights on Practical Applications of Agents and Multi-Agent Systems","","","","10.1007/978-3-642-38061-7_36","Giancarlo FortinoAntonio GuerrieriMichelangelo LacopoMatteo LuciaWilma Russo","2013","http://link.springer.com/chapter/10.1007/978-3-642-38061-7_36","Chapter"
"Measurements for Energy Efficient, Adaptable, Mobile Systems - A Research Agenda","Software Technology: Methods and Tools","","","","10.1007/978-3-030-29852-4_13","Vladimir IvanovSergey MasyaginAndrey SadovykhAlberto SillittiGiancarlo SucciAlexander TormasovEvgeny Zouev","2019","http://link.springer.com/chapter/10.1007/978-3-030-29852-4_13","Chapter"
"Predicting the Fate of Requirements in Embedded Domains","Proceedings of 4th International Conference in Software Engineering for Defence Applications","","","","10.1007/978-3-319-27896-4_25","Witold PedryczJoana IljaziAlberto SillittiGiancarlo Succi","2016","http://link.springer.com/chapter/10.1007/978-3-319-27896-4_25","Chapter"
"CMin-Integral: A Choquet-Like Aggregation Function Based on the Minimum t-Norm for Applications to Fuzzy Rule-Based Classification Systems","Aggregation Functions in Theory and in Practice","","","","10.1007/978-3-319-59306-7_9","Graçaliz Pereira DimuroGiancarlo LuccaJosé António SanzHumberto BustinceBenjamín Bedregal","2018","http://link.springer.com/chapter/10.1007/978-3-319-59306-7_9","Chapter"
"Advanced Personalized Learning and Training Applications Through Mobile Technologies and Services","Innovative Approaches for Learning and Knowledge Sharing","","","","10.1007/11876663_52","Giancarlo Bo","2006","http://link.springer.com/chapter/10.1007/11876663_52","Chapter"
"Nudges Driven Networks: Towards More Acceptable Recommendations for Inducing Targeted Social Communities","Internet Science","","","","10.1007/978-3-030-34770-3_30","Italo ZoppisSara ManzoniGiancarlo MauriGiada PietrabissaAndrea TrentiniDaniela MicucciGianluca Castelnuovo","2019","http://link.springer.com/chapter/10.1007/978-3-030-34770-3_30","Chapter"
"A Business Reputation Methodology Using Social Network Analysis","Pervasive Systems, Algorithms and Networks","","","","10.1007/978-3-030-30143-9_8","Antonio GalliMichela GravinaVincenzo MoscatoAntonio PicarielloCarlo SansoneGiancarlo Sperlí","2019","http://link.springer.com/chapter/10.1007/978-3-030-30143-9_8","Chapter"
"A GA Approach to the Definition of Regulatory Signals in Genomic Sequences","Genetic and Evolutionary Computation – GECCO 2004","","","","10.1007/978-3-540-24854-5_39","Giancarlo MauriRoberto MoscaGiulio Pavesi","2004","http://link.springer.com/chapter/10.1007/978-3-540-24854-5_39","Chapter"
"Kent Beck or Pablo Picasso? Speculations of the Relationships Between Artists in Software and Painting","Software Technology: Methods and Tools","","","","10.1007/978-3-030-29852-4_1","Sergey MasyaginMilana NurgalievaGiancarlo Succi","2019","http://link.springer.com/chapter/10.1007/978-3-030-29852-4_1","Chapter"
"EnFilter: A Password Enforcement and Filter Tool Based on Pattern Recognition Techniques","Image Analysis and Processing – ICIAP 2005","","","","10.1007/11553595_9","Giancarlo RuffoFrancesco Bergadano","2005","http://link.springer.com/chapter/10.1007/11553595_9","Chapter"
"Table Compression","Encyclopedia of Algorithms","","","","10.1007/978-1-4939-2864-4_418","Raffaele GiancarloAdam L. Buchsbaum","2016","http://link.springer.com/referenceworkentry/10.1007/978-1-4939-2864-4_418","ReferenceWorkEntry"
"Mining Yeast Gene Microarray Data with Latent Variable Models","Biological and Artificial Intelligence Environments","","","","10.1007/1-4020-3432-6_10","Antonino StaianoRoberto TagliaferriLara De VincoAngelo CiaramellaGiancarlo RaiconiGiuseppe LongoGennaro MieleRoberto AmatoCarmine Del MondoCiro DonalekGianpiero ManganoDiego Di Bernardo","2005","http://link.springer.com/chapter/10.1007/1-4020-3432-6_10","Chapter"
"A Lévy Walk and Firefly Based Multi-Robots Foraging Algorithm","Internet and Distributed Computing Systems","","","","10.1007/978-3-030-34914-1_21","Ouarda ZedadraAntonio GuerrieriHamid SeridiGiancarlo Fortino","2019","http://link.springer.com/chapter/10.1007/978-3-030-34914-1_21","Chapter"
